taxonKey,scientificName,rank,taxonomicStatus,kingdom,includes
2706052,Hordeum jubatum L.,SPECIES,ACCEPTED,Plantae,2706052: Hordeum jubatum L.
2706056,Hordeum vulgare L.,SPECIES,ACCEPTED,Plantae,2706056: Hordeum vulgare L. | 4932619: Hordeum vulgare subsp. vulgare | 2706063: Hordeum hexastichon L. | 6313801: Hordeum vulgare subsp. hexastichon (L.) Čelak. | 7940113: Hordeum distichon subsp. distichon
2706067,Hordeum bulbosum L.,SPECIES,ACCEPTED,Plantae,2706067: Hordeum bulbosum L.
2706188,Dactyloctenium aegyptium (L.) Willd.,SPECIES,ACCEPTED,Plantae,2706188: Dactyloctenium aegyptium (L.) Willd.
2706190,Dactyloctenium radulans (R.Br.) P.Beauv.,SPECIES,ACCEPTED,Plantae,2706190: Dactyloctenium radulans (R.Br.) P.Beauv.
2706209,Pseudosasa japonica (Siebold & Zucc. ex Steud.) Makino,SPECIES,DOUBTFUL,Plantae,2706209: Pseudosasa japonica (Siebold & Zucc. ex Steud.) Makino
2706218,Lolium rigidum Gaudin,SPECIES,ACCEPTED,Plantae,2706218: Lolium rigidum Gaudin
2706225,Lolium persicum Boiss. & Hohen.,SPECIES,ACCEPTED,Plantae,2706225: Lolium persicum Boiss. & Hohen.
2706277,Aristida adscensionis L.,SPECIES,ACCEPTED,Plantae,8389851: Aristida coerulescens Desf.
2706301,Coix lacryma-jobi L.,SPECIES,ACCEPTED,Plantae,2706301: Coix lacryma-jobi L.
2706406,Triticum turgidum L.,SPECIES,ACCEPTED,Plantae,2706389: Triticum durum Desf. | 2706406: Triticum turgidum L. | 6430794: Triticum dicoccon Schrank
2706444,Agrostis scabra Willd.,SPECIES,ACCEPTED,Plantae,2706444: Agrostis scabra Willd.
2706501,Agrostis castellana Boiss. & Reut.,SPECIES,ACCEPTED,Plantae,2706501: Agrostis castellana Boiss. & Reut.
2706526,Agrostis exarata Trin.,SPECIES,ACCEPTED,Plantae,2706526: Agrostis exarata Trin.
2714233,Cyperus imbricatus Retz.,SPECIES,ACCEPTED,Plantae,2714233: Cyperus imbricatus Retz.
2714453,Cyperus cyperoides (L.) Kuntze,SPECIES,ACCEPTED,Plantae,2714453: Cyperus cyperoides (L.) Kuntze
2714656,Cyperus congestus Vahl,SPECIES,ACCEPTED,Plantae,2714656: Cyperus congestus Vahl
2714722,Cyperus reflexus Vahl,SPECIES,ACCEPTED,Plantae,2714722: Cyperus reflexus Vahl
2714818,Cyperus rotundus L.,SPECIES,ACCEPTED,Plantae,2714818: Cyperus rotundus L.
2715482,Cyperus eragrostis Lam.,SPECIES,ACCEPTED,Plantae,2715482: Cyperus eragrostis Lam.
2716226,Cyperus esculentus L.,SPECIES,ACCEPTED,Plantae,2716226: Cyperus esculentus L.
2716838,Eleocharis engelmannii Steud.,SPECIES,ACCEPTED,Plantae,2716838: Eleocharis engelmannii Steud.
2717467,Eleocharis obtusa (Willd.) Schult.,SPECIES,ACCEPTED,Plantae,2717467: Eleocharis obtusa (Willd.) Schult.
2718302,Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan,SPECIES,ACCEPTED,Plantae,2718302: Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan | 8319769: Bolboschoenus yagara (Ohwi) A.E.Kozhevnikov
2718377,Bolboschoenus planiculmis (F.Schmidt) T.V.Egorova,SPECIES,ACCEPTED,Plantae,2718377: Bolboschoenus planiculmis (F.Schmidt) T.V.Egorova
2718387,Bolboschoenus glaucus (Lam.) S.G.Sm.,SPECIES,ACCEPTED,Plantae,2718387: Bolboschoenus glaucus (Lam.) S.G.Sm.
2720120,Scirpus atrovirens Willd.,SPECIES,ACCEPTED,Plantae,2720120: Scirpus atrovirens Willd.
2720171,Scirpus cyperinus (L.) Kunth,SPECIES,ACCEPTED,Plantae,2720171: Scirpus cyperinus (L.) Kunth
2720269,Scirpus georgianus R.M.Harper,SPECIES,ACCEPTED,Plantae,8390304: Scirpus atrovirens subsp. georgianus (R.M.Harper) Verloove & Lambinon
2722380,Carex crawfordii Fernald,SPECIES,ACCEPTED,Plantae,2722380: Carex crawfordii Fernald
2722515,Carex morrowii Boott,SPECIES,ACCEPTED,Plantae,2722515: Carex morrowii Boott
2722973,Carex loliacea L.,SPECIES,ACCEPTED,Plantae,2722973: Carex loliacea L.
2723271,Carex melanostachya M.Bieb. ex Willd.,SPECIES,ACCEPTED,Plantae,2723271: Carex melanostachya M.Bieb. ex Willd.
2726360,Carex grayi J.Carey,SPECIES,ACCEPTED,Plantae,2726360: Carex grayi J.Carey
2726538,Carex muskingumensis Schwein.,SPECIES,ACCEPTED,Plantae,2726538: Carex muskingumensis Schwein.
2726539,Carex scoparia Schkuhr ex Willd.,SPECIES,ACCEPTED,Plantae,2726539: Carex scoparia Schkuhr ex Willd.
2727875,Carex secalina Willd. ex Wahlenb.,SPECIES,ACCEPTED,Plantae,2727875: Carex secalina Willd. ex Wahlenb.
2728060,Carex vulpinoidea Michx.,SPECIES,ACCEPTED,Plantae,2728060: Carex vulpinoidea Michx.
2739071,Trachycarpus fortunei (Hook.) H.Wendl.,SPECIES,ACCEPTED,Plantae,2739071: Trachycarpus fortunei (Hook.) H.Wendl.
2742119,Veratrum album L.,SPECIES,ACCEPTED,Plantae,2742119: Veratrum album L.
2747489,Crocus chrysanthus (Herb.) Herb.,SPECIES,ACCEPTED,Plantae,2747489: Crocus chrysanthus (Herb.) Herb.
2747564,Crocus tommasinianus Herb.,SPECIES,ACCEPTED,Plantae,2747564: Crocus tommasinianus Herb.
2747567,Crocus vernus (L.) Hill,SPECIES,ACCEPTED,Plantae,2747567: Crocus vernus (L.) Hill
2747718,Crocus speciosus M.Bieb.,SPECIES,ACCEPTED,Plantae,2747718: Crocus speciosus M.Bieb.
2747750,Crocus ×luteus Lam.,SPECIES,ACCEPTED,Plantae,3586380: Crocus ×stellaris Haw.
2747939,Crocosmia ×crocosmiiflora (Lemoine) N.E.Br.,SPECIES,ACCEPTED,Plantae,2747939: Crocosmia ×crocosmiiflora (Lemoine) N.E.Br.
2749791,Gladiolus italicus Mill.,SPECIES,ACCEPTED,Plantae,2749791: Gladiolus italicus Mill.
2752849,Erythronium dens-canis L.,SPECIES,ACCEPTED,Plantae,2752849: Erythronium dens-canis L.
2753146,Lilium martagon L.,SPECIES,ACCEPTED,Plantae,2753146: Lilium martagon L.
2762737,Musa basjoo Siebold & Zucc. ex Iinuma,SPECIES,ACCEPTED,Plantae,2762737: Musa basjoo Siebold & Zucc. ex Iinuma
2763962,Commelina tuberosa L.,SPECIES,ACCEPTED,Plantae,2764454: Commelina coelestis Willd.
2764179,Commelina communis L.,SPECIES,ACCEPTED,Plantae,2764179: Commelina communis L.
2764202,Commelina diffusa Burm.f.,SPECIES,ACCEPTED,Plantae,2764202: Commelina diffusa Burm.f.
2765156,Tradescantia fluminensis Vell.,SPECIES,ACCEPTED,Plantae,2765156: Tradescantia fluminensis Vell.
2765221,Tradescantia pallida (Rose) D.R.Hunt,SPECIES,ACCEPTED,Plantae,2765221: Tradescantia pallida (Rose) D.R.Hunt
2765272,Tradescantia virginiana L.,SPECIES,ACCEPTED,Plantae,2765272: Tradescantia virginiana L.
2765942,Pontederia crassipes Mart.,SPECIES,ACCEPTED,Plantae,2765940: Eichhornia crassipes (Mart.) Solms
2766030,Pontederia cordata L.,SPECIES,ACCEPTED,Plantae,2766030: Pontederia cordata L.
2767031,Agave americana L.,SPECIES,ACCEPTED,Plantae,2767031: Agave americana L.
2767229,Scilla sardensis (Whittall ex Barr & Sugden) Speta,SPECIES,ACCEPTED,Plantae,2767229: Scilla sardensis (Whittall ex Barr & Sugden) Speta
2767271,Scilla luciliae (Boiss.) Speta,SPECIES,ACCEPTED,Plantae,2767271: Scilla luciliae (Boiss.) Speta | 2767272: Chionodoxa luciliae Boiss.
2767275,Scilla forbesii (Baker) Speta,SPECIES,ACCEPTED,Plantae,2767275: Scilla forbesii (Baker) Speta | 2767277: Scilla siehei (Stapf) Speta
2767428,Puschkinia scilloides Adams,SPECIES,ACCEPTED,Plantae,2767428: Puschkinia scilloides Adams
2768763,Asparagus aethiopicus L.,SPECIES,ACCEPTED,Plantae,2768763: Asparagus aethiopicus L.
2769069,Camassia leichtlinii (Baker) S.Watson,SPECIES,ACCEPTED,Plantae,2769069: Camassia leichtlinii (Baker) S.Watson | 2769073: Camassia leichtlinii subsp. suksdorfii (Greenm.) Gould
2769435,Maianthemum dilatatum (Alph.Wood) A.Nelson & J.F.Macbr.,SPECIES,ACCEPTED,Plantae,2769435: Maianthemum dilatatum (Alph.Wood) A.Nelson & J.F.Macbr.
2769493,Maianthemum stellatum (L.) Link,SPECIES,ACCEPTED,Plantae,2769495: Smilacina stellata (L.) Desf. | 2769493: Maianthemum stellatum (L.) Link
2769622,Muscari azureum Fenzl,SPECIES,ACCEPTED,Plantae,2769620: Pseudomuscari azureum (Fenzl) Garbari & Greuter | 2769622: Muscari azureum Fenzl
2769766,Ruscus aculeatus L.,SPECIES,ACCEPTED,Plantae,2769766: Ruscus aculeatus L.
2772082,Muscari latifolium J.Kirk,SPECIES,ACCEPTED,Plantae,2772082: Muscari latifolium J.Kirk
2772094,Muscari botryoides (L.) Mill.,SPECIES,ACCEPTED,Plantae,2772094: Muscari botryoides (L.) Mill.
2772174,Muscari armeniacum Leichtlin ex Baker,SPECIES,DOUBTFUL,Plantae,2772174: Muscari armeniacum Leichtlin ex Baker
2772206,Muscari aucheri (Boiss.) Baker,SPECIES,ACCEPTED,Plantae,2772206: Muscari aucheri (Boiss.) Baker
2772666,Hyacinthus orientalis L.,SPECIES,ACCEPTED,Plantae,2772666: Hyacinthus orientalis L.
2772885,Ornithogalum pyramidale L.,SPECIES,ACCEPTED,Plantae,2772885: Ornithogalum pyramidale L.
2772958,Ornithogalum narbonense L.,SPECIES,ACCEPTED,Plantae,2772958: Ornithogalum narbonense L.
2773281,Ornithogalum nutans L.,SPECIES,ACCEPTED,Plantae,2773281: Ornithogalum nutans L.
2773453,Ornithogalum divergens Boreau,SPECIES,ACCEPTED,Plantae,6316566: Ornithogalum umbellatum subsp. divergens (Boreau) Asch. & Graebn. | 9424795: Ornithogalum umbellatum subsp. divergens (Boreau) Bonnier & Layens | 2773453: Ornithogalum divergens Boreau
2774214,Ophiopogon jaburan (Siebold) G.Lodd.,SPECIES,ACCEPTED,Plantae,2774214: Ophiopogon jaburan (Siebold) G.Lodd.
2774846,Chlorophytum comosum (Thunb.) Jacques,SPECIES,ACCEPTED,Plantae,2774846: Chlorophytum comosum (Thunb.) Jacques
2775530,Yucca flaccida Haw.,SPECIES,ACCEPTED,Plantae,2775530: Yucca flaccida Haw.
2775619,Yucca gloriosa L.,SPECIES,ACCEPTED,Plantae,2775619: Yucca gloriosa L. | 2775683: Yucca gloriosa var. tristis Carrière
2778358,Asphodelus tenuifolius Cav.,SPECIES,ACCEPTED,Plantae,2778358: Asphodelus tenuifolius Cav.
2781074,Hemerocallis fulva (L.) L.,SPECIES,ACCEPTED,Plantae,2781074: Hemerocallis fulva (L.) L.
2781103,Hemerocallis lilioasphodelus L.,SPECIES,ACCEPTED,Plantae,2781103: Hemerocallis lilioasphodelus L.
2784401,Traunsteinera globosa (L.) Rchb.,SPECIES,ACCEPTED,Plantae,2784401: Traunsteinera globosa (L.) Rchb.
2805420,Spiranthes cernua (L.) Rich.,SPECIES,ACCEPTED,Plantae,2805420: Spiranthes cernua (L.) Rich.
2840931,Goodyera repens (L.) R.Br.,SPECIES,ACCEPTED,Plantae,2840931: Goodyera repens (L.) R.Br.
2855338,Galanthus plicatus M.Bieb.,SPECIES,ACCEPTED,Plantae,2855338: Galanthus plicatus M.Bieb.
2855356,Galanthus nivalis L.,SPECIES,ACCEPTED,Plantae,2855356: Galanthus nivalis L. | 2855358: Galanthus nivalis var. scharlockii Casp. | 7316133: Galanthus nivalis subsp. nivalis | 10963973: Galanthus nivalis var. nivalis | 2855360: Galanthus scharlokii (Casp.) Baker
2855398,Galanthus elwesii Hook.f.,SPECIES,ACCEPTED,Plantae,2855398: Galanthus elwesii Hook.f.
2855439,Galanthus woronowii Losinsk.,SPECIES,ACCEPTED,Plantae,2855439: Galanthus woronowii Losinsk.
2855705,Allium lusitanicum Lam.,SPECIES,ACCEPTED,Plantae,2855705: Allium lusitanicum Lam.
2855823,Allium nigrum L.,SPECIES,ACCEPTED,Plantae,2855823: Allium nigrum L.
2855825,Allium moly L.,SPECIES,ACCEPTED,Plantae,2855825: Allium moly L.
2855860,Allium schoenoprasum L.,SPECIES,ACCEPTED,Plantae,2855860: Allium schoenoprasum L.
2855893,Allium roseum L.,SPECIES,ACCEPTED,Plantae,2855893: Allium roseum L.
2855968,Allium carinatum L.,SPECIES,ACCEPTED,Plantae,2855968: Allium carinatum L.
2856037,Allium ampeloprasum L.,SPECIES,ACCEPTED,Plantae,2856037: Allium ampeloprasum L. | 7668251: Allium porrum L.
2856204,Allium siculum Ucria,SPECIES,ACCEPTED,Plantae,2856205: Nectaroscordum siculum (Ucria) Lindl. | 2856204: Allium siculum Ucria | 2856208: Nectaroscordum siculum subsp. bulgaricum (Janka) Stearn
2856456,Allium pendulinum Ten.,SPECIES,ACCEPTED,Plantae,2856456: Allium pendulinum Ten.
2856457,Allium triquetrum L.,SPECIES,ACCEPTED,Plantae,2856457: Allium triquetrum L.
2856681,Allium sativum L.,SPECIES,ACCEPTED,Plantae,2856681: Allium sativum L.
2856780,Allium cristophii Trautv.,SPECIES,ACCEPTED,Plantae,2856780: Allium cristophii Trautv.
2856891,Allium karataviense Regel,SPECIES,ACCEPTED,Plantae,2856891: Allium karataviense Regel
2856920,Allium hollandicum R.M.Fritsch,SPECIES,ACCEPTED,Plantae,2856920: Allium hollandicum R.M.Fritsch
2857017,Allium paradoxum (M.Bieb.) G.Don,SPECIES,ACCEPTED,Plantae,2857017: Allium paradoxum (M.Bieb.) G.Don
2857341,Allium zebdanense Boiss. & Noë,SPECIES,ACCEPTED,Plantae,2857341: Allium zebdanense Boiss. & Noë
2857449,Allium ramosum L.,SPECIES,ACCEPTED,Plantae,2857449: Allium ramosum L.
2857679,Allium macleanii Baker,SPECIES,ACCEPTED,Plantae,2857679: Allium macleanii Baker
2857697,Allium cepa L.,SPECIES,ACCEPTED,Plantae,2857697: Allium cepa L.
2858501,Narcissus triandrus L.,SPECIES,ACCEPTED,Plantae,2858501: Narcissus triandrus L.
2858581,Narcissus poeticus L.,SPECIES,ACCEPTED,Plantae,2858581: Narcissus poeticus L.
2858846,Narcissus bulbocodium L.,SPECIES,ACCEPTED,Plantae,2858846: Narcissus bulbocodium L.
2858909,Narcissus jonquilla L.,SPECIES,ACCEPTED,Plantae,2858909: Narcissus jonquilla L.
2858963,Narcissus tazetta L.,SPECIES,ACCEPTED,Plantae,2858963: Narcissus tazetta L.
2859597,Ipheion uniflorum (Graham) Raf.,SPECIES,ACCEPTED,Plantae,2859597: Ipheion uniflorum (Graham) Raf.
2865448,Elodea canadensis Michx.,SPECIES,ACCEPTED,Plantae,2865448: Elodea canadensis Michx.
2865501,Vallisneria americana Michx.,SPECIES,ACCEPTED,Plantae,2865501: Vallisneria americana Michx.
2865524,Vallisneria australis S.W.L.Jacobs & Les,SPECIES,ACCEPTED,Plantae,2865524: Vallisneria australis S.W.L.Jacobs & Les
2865526,Vallisneria spiralis L.,SPECIES,ACCEPTED,Plantae,2865526: Vallisneria spiralis L.
2865565,Lagarosiphon major (Ridl.) Moss,SPECIES,ACCEPTED,Plantae,2865565: Lagarosiphon major (Ridl.) Moss
2866850,Arisaema dracontium (L.) Schott,SPECIES,ACCEPTED,Plantae,2866850: Arisaema dracontium (L.) Schott
2867614,Lemna minuta Kunth,SPECIES,ACCEPTED,Plantae,2867614: Lemna minuta Kunth
2867631,Lemna turionifera Landolt,SPECIES,ACCEPTED,Plantae,2867631: Lemna turionifera Landolt
2868796,Zantedeschia albomaculata (Hook.) Baill.,SPECIES,ACCEPTED,Plantae,2868796: Zantedeschia albomaculata (Hook.) Baill.
2868827,Zantedeschia aethiopica (L.) Spreng.,SPECIES,ACCEPTED,Plantae,2868827: Zantedeschia aethiopica (L.) Spreng.
2869301,Lysichiton camtschatcensis (L.) Schott,SPECIES,ACCEPTED,Plantae,2869301: Lysichiton camtschatcensis (L.) Schott
2869311,Lysichiton americanus Hultén & H.St.John,SPECIES,ACCEPTED,Plantae,2869311: Lysichiton americanus Hultén & H.St.John
2869597,Sauromatum venosum (Dryand. ex Aiton) Kunth,SPECIES,ACCEPTED,Plantae,2869586: Typhonium venosum (Dryand. ex Aiton) Hett. & P.C.Boyce | 2869597: Sauromatum venosum (Dryand. ex Aiton) Kunth
2870583,Pistia stratiotes L.,SPECIES,ACCEPTED,Plantae,2870583: Pistia stratiotes L.
2873769,Acorus calamus L.,SPECIES,ACCEPTED,Plantae,2873769: Acorus calamus L.
2873861,Linum usitatissimum L.,SPECIES,ACCEPTED,Plantae,2873861: Linum usitatissimum L.
2873877,Linum austriacum L.,SPECIES,ACCEPTED,Plantae,2873877: Linum austriacum L.
2873926,Linum grandiflorum Desf.,SPECIES,ACCEPTED,Plantae,2873926: Linum grandiflorum Desf.
2873991,Aristolochia clematitis L.,SPECIES,ACCEPTED,Plantae,2873991: Aristolochia clematitis L.
2873995,Isotrema macrophyllum (Lam.) C.F.Reed,SPECIES,ACCEPTED,Plantae,2873994: Aristolochia macrophylla Lam. | 7820188: Aristolochia sipho L'Hér.
2874024,Tuberaria guttata (L.) Fourr.,SPECIES,ACCEPTED,Plantae,2874024: Tuberaria guttata (L.) Fourr.
2874190,Passiflora edulis Sims,SPECIES,ACCEPTED,Plantae,2874190: Passiflora edulis Sims
2874199,Passiflora caerulea L.,SPECIES,ACCEPTED,Plantae,2874199: Passiflora caerulea L.
2874508,Cucurbita pepo L.,SPECIES,ACCEPTED,Plantae,2874508: Cucurbita pepo L.
2874512,Cucurbita ficifolia Bouché,SPECIES,ACCEPTED,Plantae,2874512: Cucurbita ficifolia Bouché
2874515,Cucurbita maxima Duchesne,SPECIES,ACCEPTED,Plantae,2874515: Cucurbita maxima Duchesne
2874538,Thladiantha dubia Bunge,SPECIES,ACCEPTED,Plantae,2874538: Thladiantha dubia Bunge
2874569,Cucumis sativus L.,SPECIES,ACCEPTED,Plantae,2874569: Cucumis sativus L.
2874570,Cucumis melo L.,SPECIES,ACCEPTED,Plantae,2874570: Cucumis melo L.
2874574,Cucumis dipsaceus Ehrenb. ex Spach,SPECIES,ACCEPTED,Plantae,2874574: Cucumis dipsaceus Ehrenb. ex Spach
2874621,Citrullus lanatus (Thunb.) Matsum. & Nakai,SPECIES,ACCEPTED,Plantae,2874621: Citrullus lanatus (Thunb.) Matsum. & Nakai
2874655,Sicyos angulatus L.,SPECIES,ACCEPTED,Plantae,2874655: Sicyos angulatus L.
2874680,Ecballium elaterium (L.) A.Rich.,SPECIES,ACCEPTED,Plantae,2874680: Ecballium elaterium (L.) A.Rich.
2874692,Frankenia pulverulenta L.,SPECIES,ACCEPTED,Plantae,2874692: Frankenia pulverulenta L.
2874702,Tamarix africana Poir.,SPECIES,ACCEPTED,Plantae,2874702: Tamarix africana Poir.
2874706,Tamarix parviflora DC.,SPECIES,ACCEPTED,Plantae,2874706: Tamarix parviflora DC.
2875968,Corylus colurna L.,SPECIES,ACCEPTED,Plantae,2875968: Corylus colurna L.
2876049,Corylus maxima Mill.,SPECIES,ACCEPTED,Plantae,2876049: Corylus maxima Mill.
2876571,Alnus ×pubescens Tausch,SPECIES,ACCEPTED,Plantae,2876571: Alnus ×pubescens Tausch
2876607,Alnus cordata (Loisel.) Duby,SPECIES,ACCEPTED,Plantae,2876607: Alnus cordata (Loisel.) Duby
2878826,Quercus pyrenaica Willd.,SPECIES,ACCEPTED,Plantae,2878826: Quercus pyrenaica Willd.
2879098,Quercus ilex L.,SPECIES,ACCEPTED,Plantae,2879098: Quercus ilex L.
2879411,Quercus suber L.,SPECIES,ACCEPTED,Plantae,2879411: Quercus suber L.
2879520,Quercus conferta Kit.,SPECIES,ACCEPTED,Plantae,2879504: Quercus frainetto Ten.
2880539,Quercus rubra L.,SPECIES,ACCEPTED,Plantae,2880539: Quercus rubra L.
2880580,Quercus cerris L.,SPECIES,ACCEPTED,Plantae,2880580: Quercus cerris L.
2882360,Fagus orientalis Lipsky,SPECIES,ACCEPTED,Plantae,2882360: Fagus orientalis Lipsky
2882443,Cabomba caroliniana A.Gray,SPECIES,ACCEPTED,Plantae,2882443: Cabomba caroliniana A.Gray
2882482,Calluna vulgaris (L.) Hull,SPECIES,ACCEPTED,Plantae,2882482: Calluna vulgaris (L.) Hull
2882631,Pieris japonica (Thunb.) D.Don ex G.Don,SPECIES,ACCEPTED,Plantae,2882631: Pieris japonica (Thunb.) D.Don ex G.Don
2882753,Gaultheria procumbens L.,SPECIES,ACCEPTED,Plantae,2882753: Gaultheria procumbens L.
2882841,Vaccinium macrocarpon Aiton,SPECIES,ACCEPTED,Plantae,2882841: Vaccinium macrocarpon Aiton
2882849,Vaccinium corymbosum L.,SPECIES,ACCEPTED,Plantae,2882849: Vaccinium corymbosum L.
2883007,Kalmia angustifolia L.,SPECIES,ACCEPTED,Plantae,2883007: Kalmia angustifolia L.
2888298,Moneses uniflora (L.) A.Gray,SPECIES,ACCEPTED,Plantae,2888298: Moneses uniflora (L.) A.Gray
2888310,Orthilia secunda (L.) House,SPECIES,ACCEPTED,Plantae,2888310: Orthilia secunda (L.) House
2888323,Clethra alnifolia L.,SPECIES,ACCEPTED,Plantae,2888323: Clethra alnifolia L.
2888380,Eschscholzia californica Cham.,SPECIES,ACCEPTED,Plantae,"2888380: Eschscholzia californica Cham. | 7314755: Eschscholzia douglasii (Hook. & Arn. ex Torr. & A.Gray) A.Gray, 1853"
2888435,Papaver bracteatum Lindl.,SPECIES,ACCEPTED,Plantae,2888435: Papaver bracteatum Lindl.
2888437,Papaver orientale L.,SPECIES,ACCEPTED,Plantae,2888437: Papaver orientale L.
2888439,Papaver somniferum L.,SPECIES,ACCEPTED,Plantae,2888439: Papaver somniferum L. | 3602069: Papaver somniferum subsp. somniferum
2888485,Argemone mexicana L.,SPECIES,ACCEPTED,Plantae,2888485: Argemone mexicana L.
2888513,Pseudofumaria lutea (L.) Borkh.,SPECIES,ACCEPTED,Plantae,2888513: Pseudofumaria lutea (L.) Borkh. | 5334195: Corydalis lutea (L.) DC.
2888553,Dicentra formosa (Andrews) Walp.,SPECIES,ACCEPTED,Plantae,2888553: Dicentra formosa (Andrews) Walp.
2888559,Hypecoum pendulum L.,SPECIES,ACCEPTED,Plantae,2888559: Hypecoum pendulum L.
2888564,Lamprocapnos spectabilis (L.) Fukuhara,SPECIES,ACCEPTED,Plantae,7606812: Dicentra spectabilis (L.) Lem. | 2888564: Lamprocapnos spectabilis (L.) Fukuhara
2888579,Leycesteria formosa Wall.,SPECIES,ACCEPTED,Plantae,2888579: Leycesteria formosa Wall.
2888585,Viburnum tinus L.,SPECIES,ACCEPTED,Plantae,2888585: Viburnum tinus L.
2888622,Viburnum plicatum Thunb.,SPECIES,ACCEPTED,Plantae,2888622: Viburnum plicatum Thunb. | 2888624: Viburnum plicatum var. tomentosum (Thunb.) Miq. | 8093708: Viburnum dentatum Thunb.
2888625,Viburnum rhytidophyllum Hemsl. ex Forbes & Hemsl.,SPECIES,ACCEPTED,Plantae,2888625: Viburnum rhytidophyllum Hemsl. ex Forbes & Hemsl.
2888636,Symphoricarpos orbiculatus Moench,SPECIES,ACCEPTED,Plantae,2888636: Symphoricarpos orbiculatus Moench
2888706,Kolkwitzia amabilis Graebn.,SPECIES,ACCEPTED,Plantae,2888706: Kolkwitzia amabilis Graebn.
2888740,Centranthus ruber (L.) DC.,SPECIES,ACCEPTED,Plantae,2888740: Centranthus ruber (L.) DC.
2888773,Valerianella eriocarpa Desv.,SPECIES,ACCEPTED,Plantae,2888773: Valerianella eriocarpa Desv.
2888797,Cephalaria gigantea (Ledeb.) Bobrov,SPECIES,ACCEPTED,Plantae,2888797: Cephalaria gigantea (Ledeb.) Bobrov
2888806,Scabiosa ochroleuca L.,SPECIES,ACCEPTED,Plantae,2888806: Scabiosa ochroleuca L.
2888814,Dipsacus laciniatus L.,SPECIES,ACCEPTED,Plantae,2888814: Dipsacus laciniatus L.
2888816,Dipsacus sativus (L.) Honck.,SPECIES,ACCEPTED,Plantae,2888816: Dipsacus sativus (L.) Honck.
2888859,Muehlenbeckia complexa (A.Cunn.) Meisn.,SPECIES,ACCEPTED,Plantae,2888859: Muehlenbeckia complexa (A.Cunn.) Meisn.
2888867,Rheum rhabarbarum L.,SPECIES,ACCEPTED,Plantae,2888867: Rheum rhabarbarum L. | 4038039: Rheum cultorum Thorsrud & Reisaeter
2888943,Rumex confertus Willd.,SPECIES,ACCEPTED,Plantae,2888943: Rumex confertus Willd.
2888946,Rumex longifolius DC.,SPECIES,ACCEPTED,Plantae,2888946: Rumex longifolius DC.
2888948,Rumex alpinus L.,SPECIES,ACCEPTED,Plantae,2888948: Rumex alpinus L.
2888978,Rumex pulcher L.,SPECIES,ACCEPTED,Plantae,7415922: Rumex pulcher subsp. woodsii (De Not.) Arcang. | 2888978: Rumex pulcher L.
2888982,Rumex fueginus Phil.,SPECIES,ACCEPTED,Plantae,8168271: Rumex maritimus subsp. fueginus (Phil.) Piper & Beattie
2888987,Rumex obovatus Danser,SPECIES,ACCEPTED,Plantae,2888987: Rumex obovatus Danser
2888990,Rumex salicifolius Weinm.,SPECIES,ACCEPTED,Plantae,2888990: Rumex salicifolius Weinm.
2888993,Rumex bucephalophorus L.,SPECIES,ACCEPTED,Plantae,2888993: Rumex bucephalophorus L.
2889005,Rumex kerneri Borbás,SPECIES,ACCEPTED,Plantae,2889005: Rumex kerneri Borbás | 4034971: Rumex cristatus subsp. kerneri (Borbás) Akeroyd & D.A.Webb
2889010,Rumex cristatus DC.,SPECIES,ACCEPTED,Plantae,2889010: Rumex cristatus DC.
2889019,Rumex patientia L.,SPECIES,ACCEPTED,Plantae,2889019: Rumex patientia L.
2889023,Rumex stenophyllus Ledeb.,SPECIES,ACCEPTED,Plantae,2889023: Rumex stenophyllus Ledeb.
2889037,Rumex rugosus Campd.,SPECIES,ACCEPTED,Plantae,2889037: Rumex rugosus Campd.
2889038,Rumex dentatus L.,SPECIES,ACCEPTED,Plantae,2889038: Rumex dentatus L.
2889088,Reynoutria sachalinensis (F.Schmidt) Nakai,SPECIES,ACCEPTED,Plantae,2889088: Reynoutria sachalinensis (F.Schmidt) Nakai | 5334293: Fallopia sachalinensis (F.Schmidt) Ronse Decr.
2889173,Reynoutria japonica Houtt.,SPECIES,ACCEPTED,Plantae,2889173: Reynoutria japonica Houtt. | 5334357: Fallopia japonica (Houtt.) Ronse Decr. | 7128523: Fallopia japonica var. japonica | 5334352: Polygonum cuspidatum Siebold & Zucc.
2889198,Persicaria pensylvanica (L.) M.Gómez,SPECIES,ACCEPTED,Plantae,2889198: Persicaria pensylvanica (L.) M.Gómez | 5334366: Polygonum pensylvanicum L.
2889229,Persicaria orientalis (L.) Spach,SPECIES,ACCEPTED,Plantae,2889229: Persicaria orientalis (L.) Spach | 5334392: Polygonum orientale L.
2889304,Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross,SPECIES,ACCEPTED,Plantae,2889304: Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross | 5334454: Polygonum capitatum Buch.-Ham. ex D.Don
2889358,Oxyria digyna (L.) Hill,SPECIES,ACCEPTED,Plantae,2889358: Oxyria digyna (L.) Hill
2889373,Fagopyrum esculentum Moench,SPECIES,ACCEPTED,Plantae,2889373: Fagopyrum esculentum Moench
